GID_0,NAME_1,NAME_2,window_size,threshold_percentage,count_over_threshold,percent_over_threshold,count_valid_years
GHA,Bono East,Nkoranza South,5,85,0,0.0,30
GHA,Bono East,Nkoranza South,5,90,0,0.0,30
GHA,Bono East,Nkoranza South,6,40,30,100.0,30
GHA,Bono East,Nkoranza South,6,45,30,100.0,30
GHA,Bono East,Nkoranza South,6,50,30,100.0,30
GHA,Bono East,Nkoranza South,6,55,30,100.0,30
GHA,Bono East,Nkoranza South,6,60,30,100.0,30
GHA,Bono East,Nkoranza South,6,65,29,96.66666666666667,30
GHA,Bono East,Nkoranza South,6,70,25,83.33333333333334,30
GHA,Bono East,Nkoranza South,6,75,10,33.33333333333333,30
GHA,Bono East,Nkoranza South,6,80,1,3.3333333333333335,30
GHA,Bono East,Nkoranza South,6,85,0,0.0,30
GHA,Bono East,Nkoranza South,6,90,0,0.0,30
GHA,Bono East,Nkoranza South,7,40,30,100.0,30
GHA,Bono East,Nkoranza South,7,45,30,100.0,30
GHA,Bono East,Nkoranza South,7,50,30,100.0,30
GHA,Bono East,Nkoranza South,7,55,30,100.0,30
GHA,Bono East,Nkoranza South,7,60,30,100.0,30
GHA,Bono East,Nkoranza South,7,65,30,100.0,30
GHA,Bono East,Nkoranza South,7,70,30,100.0,30
GHA,Bono East,Nkoranza South,7,75,29,96.66666666666667,30
GHA,Bono East,Nkoranza South,7,80,27,90.0,30
GHA,Bono East,Nkoranza South,7,85,12,40.0,30
GHA,Bono East,Nkoranza South,7,90,1,3.3333333333333335,30
GHA,Bono East,Nkoranza South,8,40,30,100.0,30
GHA,Bono East,Nkoranza South,8,45,30,100.0,30
GHA,Bono East,Nkoranza South,8,50,30,100.0,30
GHA,Bono East,Nkoranza South,8,55,30,100.0,30
GHA,Bono East,Nkoranza South,8,60,30,100.0,30
GHA,Bono East,Nkoranza South,8,65,30,100.0,30
GHA,Bono East,Nkoranza South,8,70,30,100.0,30
GHA,Bono East,Nkoranza South,8,75,30,100.0,30
GHA,Bono East,Nkoranza South,8,80,30,100.0,30
GHA,Bono East,Nkoranza South,8,85,30,100.0,30
GHA,Bono East,Nkoranza South,8,90,26,86.66666666666667,30
GHA,Bono East,Pru East,2,40,3,10.0,30
GHA,Bono East,Pru East,2,45,0,0.0,30
GHA,Bono East,Pru East,2,50,0,0.0,30
GHA,Bono East,Pru East,2,55,0,0.0,30
GHA,Bono East,Pru East,2,60,0,0.0,30
GHA,Bono East,Pru East,2,65,0,0.0,30
GHA,Bono East,Pru East,2,70,0,0.0,30
GHA,Bono East,Pru East,2,75,0,0.0,30
GHA,Bono East,Pru East,2,80,0,0.0,30
GHA,Bono East,Pru East,2,85,0,0.0,30
GHA,Bono East,Pru East,2,90,0,0.0,30
GHA,Bono East,Pru East,3,40,29,96.66666666666667,30
GHA,Bono East,Pru East,3,45,20,66.66666666666666,30
GHA,Bono East,Pru East,3,50,5,16.666666666666664,30
GHA,Bono East,Pru East,3,55,1,3.3333333333333335,30
GHA,Bono East,Pru East,3,60,0,0.0,30
GHA,Bono East,Pru East,3,65,0,0.0,30
GHA,Bono East,Pru East,3,70,0,0.0,30
GHA,Bono East,Pru East,3,75,0,0.0,30
GHA,Bono East,Pru East,3,80,0,0.0,30
GHA,Bono East,Pru East,3,85,0,0.0,30
GHA,Bono East,Pru East,3,90,0,0.0,30
GHA,Bono East,Pru East,4,40,30,100.0,30
GHA,Bono East,Pru East,4,45,30,100.0,30
GHA,Bono East,Pru East,4,50,30,100.0,30
GHA,Bono East,Pru East,4,55,25,83.33333333333334,30
GHA,Bono East,Pru East,4,60,15,50.0,30
GHA,Bono East,Pru East,4,65,2,6.666666666666667,30
GHA,Bono East,Pru East,4,70,1,3.3333333333333335,30
GHA,Bono East,Pru East,4,75,0,0.0,30
GHA,Bono East,Pru East,4,80,0,0.0,30
GHA,Bono East,Pru East,4,85,0,0.0,30
GHA,Bono East,Pru East,4,90,0,0.0,30
GHA,Bono East,Pru East,5,40,30,100.0,30
GHA,Bono East,Pru East,5,45,30,100.0,30
GHA,Bono East,Pru East,5,50,30,100.0,30
GHA,Bono East,Pru East,5,55,30,100.0,30
GHA,Bono East,Pru East,5,60,30,100.0,30
GHA,Bono East,Pru East,5,65,28,93.33333333333333,30
GHA,Bono East,Pru East,5,70,25,83.33333333333334,30
GHA,Bono East,Pru East,5,75,6,20.0,30
GHA,Bono East,Pru East,5,80,0,0.0,30
GHA,Bono East,Pru East,5,85,0,0.0,30
GHA,Bono East,Pru East,5,90,0,0.0,30
GHA,Bono East,Pru East,6,40,30,100.0,30
GHA,Bono East,Pru East,6,45,30,100.0,30
GHA,Bono East,Pru East,6,50,30,100.0,30
GHA,Bono East,Pru East,6,55,30,100.0,30
GHA,Bono East,Pru East,6,60,30,100.0,30
GHA,Bono East,Pru East,6,65,30,100.0,30
GHA,Bono East,Pru East,6,70,30,100.0,30
GHA,Bono East,Pru East,6,75,29,96.66666666666667,30
GHA,Bono East,Pru East,6,80,24,80.0,30
GHA,Bono East,Pru East,6,85,6,20.0,30
GHA,Bono East,Pru East,6,90,0,0.0,30
GHA,Bono East,Pru East,7,40,30,100.0,30
GHA,Bono East,Pru East,7,45,30,100.0,30
GHA,Bono East,Pru East,7,50,30,100.0,30
GHA,Bono East,Pru East,7,55,30,100.0,30
GHA,Bono East,Pru East,7,60,30,100.0,30
GHA,Bono East,Pru East,7,65,30,100.0,30
GHA,Bono East,Pru East,7,70,30,100.0,30
GHA,Bono East,Pru East,7,75,30,100.0,30
GHA,Bono East,Pru East,7,80,30,100.0,30
GHA,Bono East,Pru East,7,85,29,96.66666666666667,30
GHA,Bono East,Pru East,7,90,23,76.66666666666667,30
GHA,Bono East,Pru East,8,40,30,100.0,30
GHA,Bono East,Pru East,8,45,30,100.0,30
GHA,Bono East,Pru East,8,50,30,100.0,30
GHA,Bono East,Pru East,8,55,30,100.0,30
GHA,Bono East,Pru East,8,60,30,100.0,30
GHA,Bono East,Pru East,8,65,30,100.0,30
GHA,Bono East,Pru East,8,70,30,100.0,30
GHA,Bono East,Pru East,8,75,30,100.0,30
GHA,Bono East,Pru East,8,80,30,100.0,30
GHA,Bono East,Pru East,8,85,30,100.0,30
GHA,Bono East,Pru East,8,90,30,100.0,30
GHA,Bono East,Pru West,2,40,0,0.0,30
GHA,Bono East,Pru West,2,45,0,0.0,30
GHA,Bono East,Pru West,2,50,0,0.0,30
GHA,Bono East,Pru West,2,55,0,0.0,30
GHA,Bono East,Pru West,2,60,0,0.0,30
GHA,Bono East,Pru West,2,65,0,0.0,30
GHA,Bono East,Pru West,2,70,0,0.0,30
GHA,Bono East,Pru West,2,75,0,0.0,30
GHA,Bono East,Pru West,2,80,0,0.0,30
GHA,Bono East,Pru West,2,85,0,0.0,30
GHA,Bono East,Pru West,2,90,0,0.0,30
GHA,Bono East,Pru West,3,40,27,90.0,30
GHA,Bono East,Pru West,3,45,13,43.333333333333336,30
GHA,Bono East,Pru West,3,50,1,3.3333333333333335,30
GHA,Bono East,Pru West,3,55,0,0.0,30
GHA,Bono East,Pru West,3,60,0,0.0,30
GHA,Bono East,Pru West,3,65,0,0.0,30
GHA,Bono East,Pru West,3,70,0,0.0,30
GHA,Bono East,Pru West,3,75,0,0.0,30
GHA,Bono East,Pru West,3,80,0,0.0,30
GHA,Bono East,Pru West,3,85,0,0.0,30
GHA,Bono East,Pru West,3,90,0,0.0,30
GHA,Bono East,Pru West,4,40,30,100.0,30
GHA,Bono East,Pru West,4,45,30,100.0,30
GHA,Bono East,Pru West,4,50,27,90.0,30
GHA,Bono East,Pru West,4,55,21,70.0,30
GHA,Bono East,Pru West,4,60,3,10.0,30
GHA,Bono East,Pru West,4,65,1,3.3333333333333335,30
GHA,Bono East,Pru West,4,70,0,0.0,30
GHA,Bono East,Pru West,4,75,0,0.0,30
GHA,Bono East,Pru West,4,80,0,0.0,30
GHA,Bono East,Pru West,4,85,0,0.0,30
GHA,Bono East,Pru West,4,90,0,0.0,30
GHA,Bono East,Pru West,5,40,30,100.0,30
GHA,Bono East,Pru West,5,45,30,100.0,30
GHA,Bono East,Pru West,5,50,30,100.0,30
GHA,Bono East,Pru West,5,55,30,100.0,30
GHA,Bono East,Pru West,5,60,29,96.66666666666667,30
GHA,Bono East,Pru West,5,65,23,76.66666666666667,30
GHA,Bono East,Pru West,5,70,10,33.33333333333333,30
GHA,Bono East,Pru West,5,75,1,3.3333333333333335,30
GHA,Bono East,Pru West,5,80,0,0.0,30
GHA,Bono East,Pru West,5,85,0,0.0,30
GHA,Bono East,Pru West,5,90,0,0.0,30
GHA,Bono East,Pru West,6,40,30,100.0,30
GHA,Bono East,Pru West,6,45,30,100.0,30
GHA,Bono East,Pru West,6,50,30,100.0,30
GHA,Bono East,Pru West,6,55,30,100.0,30
GHA,Bono East,Pru West,6,60,30,100.0,30
GHA,Bono East,Pru West,6,65,30,100.0,30
GHA,Bono East,Pru West,6,70,30,100.0,30
GHA,Bono East,Pru West,6,75,26,86.66666666666667,30
GHA,Bono East,Pru West,6,80,10,33.33333333333333,30
GHA,Bono East,Pru West,6,85,0,0.0,30
GHA,Bono East,Pru West,6,90,0,0.0,30
GHA,Bono East,Pru West,7,40,30,100.0,30
GHA,Bono East,Pru West,7,45,30,100.0,30
GHA,Bono East,Pru West,7,50,30,100.0,30
GHA,Bono East,Pru West,7,55,30,100.0,30
GHA,Bono East,Pru West,7,60,30,100.0,30
GHA,Bono East,Pru West,7,65,30,100.0,30
GHA,Bono East,Pru West,7,70,30,100.0,30
GHA,Bono East,Pru West,7,75,30,100.0,30
GHA,Bono East,Pru West,7,80,29,96.66666666666667,30
GHA,Bono East,Pru West,7,85,28,93.33333333333333,30
GHA,Bono East,Pru West,7,90,7,23.333333333333332,30
GHA,Bono East,Pru West,8,40,30,100.0,30
GHA,Bono East,Pru West,8,45,30,100.0,30
GHA,Bono East,Pru West,8,50,30,100.0,30
GHA,Bono East,Pru West,8,55,30,100.0,30
GHA,Bono East,Pru West,8,60,30,100.0,30
GHA,Bono East,Pru West,8,65,30,100.0,30
GHA,Bono East,Pru West,8,70,30,100.0,30
GHA,Bono East,Pru West,8,75,30,100.0,30
GHA,Bono East,Pru West,8,80,30,100.0,30
GHA,Bono East,Pru West,8,85,30,100.0,30
GHA,Bono East,Pru West,8,90,29,96.66666666666667,30
GHA,Bono East,Sene East,2,40,1,3.3333333333333335,30
GHA,Bono East,Sene East,2,45,0,0.0,30
GHA,Bono East,Sene East,2,50,0,0.0,30
GHA,Bono East,Sene East,2,55,0,0.0,30
GHA,Bono East,Sene East,2,60,0,0.0,30
GHA,Bono East,Sene East,2,65,0,0.0,30
GHA,Bono East,Sene East,2,70,0,0.0,30
GHA,Bono East,Sene East,2,75,0,0.0,30
GHA,Bono East,Sene East,2,80,0,0.0,30
GHA,Bono East,Sene East,2,85,0,0.0,30
GHA,Bono East,Sene East,2,90,0,0.0,30
GHA,Bono East,Sene East,3,40,27,90.0,30
GHA,Bono East,Sene East,3,45,12,40.0,30
GHA,Bono East,Sene East,3,50,4,13.333333333333334,30
GHA,Bono East,Sene East,3,55,0,0.0,30
GHA,Bono East,Sene East,3,60,0,0.0,30
GHA,Bono East,Sene East,3,65,0,0.0,30
GHA,Bono East,Sene East,3,70,0,0.0,30
GHA,Bono East,Sene East,3,75,0,0.0,30
GHA,Bono East,Sene East,3,80,0,0.0,30
GHA,Bono East,Sene East,3,85,0,0.0,30
GHA,Bono East,Sene East,3,90,0,0.0,30
GHA,Bono East,Sene East,4,40,30,100.0,30
GHA,Bono East,Sene East,4,45,30,100.0,30
GHA,Bono East,Sene East,4,50,27,90.0,30
GHA,Bono East,Sene East,4,55,21,70.0,30
GHA,Bono East,Sene East,4,60,9,30.0,30
GHA,Bono East,Sene East,4,65,1,3.3333333333333335,30
GHA,Bono East,Sene East,4,70,0,0.0,30
GHA,Bono East,Sene East,4,75,0,0.0,30
GHA,Bono East,Sene East,4,80,0,0.0,30
GHA,Bono East,Sene East,4,85,0,0.0,30
GHA,Bono East,Sene East,4,90,0,0.0,30
GHA,Bono East,Sene East,5,40,30,100.0,30
GHA,Bono East,Sene East,5,45,30,100.0,30
GHA,Bono East,Sene East,5,50,30,100.0,30
GHA,Bono East,Sene East,5,55,30,100.0,30
GHA,Bono East,Sene East,5,60,28,93.33333333333333,30
GHA,Bono East,Sene East,5,65,25,83.33333333333334,30
GHA,Bono East,Sene East,5,70,14,46.666666666666664,30
GHA,Bono East,Sene East,5,75,2,6.666666666666667,30
GHA,Bono East,Sene East,5,80,0,0.0,30
GHA,Bono East,Sene East,5,85,0,0.0,30
GHA,Bono East,Sene East,5,90,0,0.0,30
GHA,Bono East,Sene East,6,40,30,100.0,30
GHA,Bono East,Sene East,6,45,30,100.0,30
GHA,Bono East,Sene East,6,50,30,100.0,30
GHA,Bono East,Sene East,6,55,30,100.0,30
GHA,Bono East,Sene East,6,60,30,100.0,30
GHA,Bono East,Sene East,6,65,30,100.0,30
GHA,Bono East,Sene East,6,70,30,100.0,30
GHA,Bono East,Sene East,6,75,28,93.33333333333333,30
GHA,Bono East,Sene East,6,80,14,46.666666666666664,30
GHA,Bono East,Sene East,6,85,1,3.3333333333333335,30
GHA,Bono East,Sene East,6,90,0,0.0,30
GHA,Bono East,Sene East,7,40,30,100.0,30
GHA,Bono East,Sene East,7,45,30,100.0,30
GHA,Bono East,Sene East,7,50,30,100.0,30
GHA,Bono East,Sene East,7,55,30,100.0,30
GHA,Bono East,Sene East,7,60,30,100.0,30
GHA,Bono East,Sene East,7,65,30,100.0,30
GHA,Bono East,Sene East,7,70,30,100.0,30
GHA,Bono East,Sene East,7,75,30,100.0,30
GHA,Bono East,Sene East,7,80,30,100.0,30
GHA,Bono East,Sene East,7,85,26,86.66666666666667,30
GHA,Bono East,Sene East,7,90,12,40.0,30
GHA,Bono East,Sene East,8,40,30,100.0,30
GHA,Bono East,Sene East,8,45,30,100.0,30
GHA,Bono East,Sene East,8,50,30,100.0,30
GHA,Bono East,Sene East,8,55,30,100.0,30
GHA,Bono East,Sene East,8,60,30,100.0,30
GHA,Bono East,Sene East,8,65,30,100.0,30
GHA,Bono East,Sene East,8,70,30,100.0,30
GHA,Bono East,Sene East,8,75,30,100.0,30
GHA,Bono East,Sene East,8,80,30,100.0,30
GHA,Bono East,Sene East,8,85,30,100.0,30
GHA,Bono East,Sene East,8,90,30,100.0,30
GHA,Bono East,Sene West,2,40,2,6.666666666666667,30
GHA,Bono East,Sene West,2,45,0,0.0,30
GHA,Bono East,Sene West,2,50,0,0.0,30
GHA,Bono East,Sene West,2,55,0,0.0,30
GHA,Bono East,Sene West,2,60,0,0.0,30
GHA,Bono East,Sene West,2,65,0,0.0,30
GHA,Bono East,Sene West,2,70,0,0.0,30
GHA,Bono East,Sene West,2,75,0,0.0,30
GHA,Bono East,Sene West,2,80,0,0.0,30
GHA,Bono East,Sene West,2,85,0,0.0,30
GHA,Bono East,Sene West,2,90,0,0.0,30
GHA,Bono East,Sene West,3,40,29,96.66666666666667,30
GHA,Bono East,Sene West,3,45,13,43.333333333333336,30
GHA,Bono East,Sene West,3,50,3,10.0,30
GHA,Bono East,Sene West,3,55,0,0.0,30
GHA,Bono East,Sene West,3,60,0,0.0,30
GHA,Bono East,Sene West,3,65,0,0.0,30
GHA,Bono East,Sene West,3,70,0,0.0,30
GHA,Bono East,Sene West,3,75,0,0.0,30
GHA,Bono East,Sene West,3,80,0,0.0,30
GHA,Bono East,Sene West,3,85,0,0.0,30
GHA,Bono East,Sene West,3,90,0,0.0,30
GHA,Bono East,Sene West,4,40,30,100.0,30
GHA,Bono East,Sene West,4,45,30,100.0,30
GHA,Bono East,Sene West,4,50,28,93.33333333333333,30
GHA,Bono East,Sene West,4,55,17,56.666666666666664,30
GHA,Bono East,Sene West,4,60,7,23.333333333333332,30
GHA,Bono East,Sene West,4,65,1,3.3333333333333335,30
GHA,Bono East,Sene West,4,70,0,0.0,30
GHA,Bono East,Sene West,4,75,0,0.0,30
GHA,Bono East,Sene West,4,80,0,0.0,30
GHA,Bono East,Sene West,4,85,0,0.0,30
GHA,Bono East,Sene West,4,90,0,0.0,30
GHA,Bono East,Sene West,5,40,30,100.0,30
GHA,Bono East,Sene West,5,45,30,100.0,30
GHA,Bono East,Sene West,5,50,30,100.0,30
GHA,Bono East,Sene West,5,55,30,100.0,30
GHA,Bono East,Sene West,5,60,28,93.33333333333333,30
GHA,Bono East,Sene West,5,65,27,90.0,30
GHA,Bono East,Sene West,5,70,14,46.666666666666664,30
GHA,Bono East,Sene West,5,75,2,6.666666666666667,30
GHA,Bono East,Sene West,5,80,0,0.0,30
GHA,Bono East,Sene West,5,85,0,0.0,30
GHA,Bono East,Sene West,5,90,0,0.0,30
GHA,Bono East,Sene West,6,40,30,100.0,30
GHA,Bono East,Sene West,6,45,30,100.0,30
GHA,Bono East,Sene West,6,50,30,100.0,30
GHA,Bono East,Sene West,6,55,30,100.0,30
GHA,Bono East,Sene West,6,60,30,100.0,30
GHA,Bono East,Sene West,6,65,30,100.0,30
GHA,Bono East,Sene West,6,70,30,100.0,30
GHA,Bono East,Sene West,6,75,27,90.0,30
GHA,Bono East,Sene West,6,80,13,43.333333333333336,30
GHA,Bono East,Sene West,6,85,1,3.3333333333333335,30
GHA,Bono East,Sene West,6,90,0,0.0,30
GHA,Bono East,Sene West,7,40,30,100.0,30
GHA,Bono East,Sene West,7,45,30,100.0,30
GHA,Bono East,Sene West,7,50,30,100.0,30
GHA,Bono East,Sene West,7,55,30,100.0,30
GHA,Bono East,Sene West,7,60,30,100.0,30
GHA,Bono East,Sene West,7,65,30,100.0,30
GHA,Bono East,Sene West,7,70,30,100.0,30
GHA,Bono East,Sene West,7,75,30,100.0,30
GHA,Bono East,Sene West,7,80,29,96.66666666666667,30
GHA,Bono East,Sene West,7,85,26,86.66666666666667,30
GHA,Bono East,Sene West,7,90,10,33.33333333333333,30
GHA,Bono East,Sene West,8,40,30,100.0,30
GHA,Bono East,Sene West,8,45,30,100.0,30
GHA,Bono East,Sene West,8,50,30,100.0,30
GHA,Bono East,Sene West,8,55,30,100.0,30
GHA,Bono East,Sene West,8,60,30,100.0,30
GHA,Bono East,Sene West,8,65,30,100.0,30
GHA,Bono East,Sene West,8,70,30,100.0,30
GHA,Bono East,Sene West,8,75,30,100.0,30
GHA,Bono East,Sene West,8,80,30,100.0,30
GHA,Bono East,Sene West,8,85,30,100.0,30
GHA,Bono East,Sene West,8,90,29,96.66666666666667,30
GHA,Bono East,Techiman,2,40,0,0.0,30
GHA,Bono East,Techiman,2,45,0,0.0,30
GHA,Bono East,Techiman,2,50,0,0.0,30
GHA,Bono East,Techiman,2,55,0,0.0,30
GHA,Bono East,Techiman,2,60,0,0.0,30
GHA,Bono East,Techiman,2,65,0,0.0,30
GHA,Bono East,Techiman,2,70,0,0.0,30
GHA,Bono East,Techiman,2,75,0,0.0,30
GHA,Bono East,Techiman,2,80,0,0.0,30
GHA,Bono East,Techiman,2,85,0,0.0,30
GHA,Bono East,Techiman,2,90,0,0.0,30
GHA,Bono East,Techiman,3,40,16,53.333333333333336,30
GHA,Bono East,Techiman,3,45,3,10.0,30
GHA,Bono East,Techiman,3,50,2,6.666666666666667,30
GHA,Bono East,Techiman,3,55,0,0.0,30
GHA,Bono East,Techiman,3,60,0,0.0,30
GHA,Bono East,Techiman,3,65,0,0.0,30
GHA,Bono East,Techiman,3,70,0,0.0,30
GHA,Bono East,Techiman,3,75,0,0.0,30
GHA,Bono East,Techiman,3,80,0,0.0,30
GHA,Bono East,Techiman,3,85,0,0.0,30
GHA,Bono East,Techiman,3,90,0,0.0,30
GHA,Bono East,Techiman,4,40,30,100.0,30
GHA,Bono East,Techiman,4,45,30,100.0,30
GHA,Bono East,Techiman,4,50,19,63.33333333333333,30
GHA,Bono East,Techiman,4,55,6,20.0,30
GHA,Bono East,Techiman,4,60,1,3.3333333333333335,30
GHA,Bono East,Techiman,4,65,0,0.0,30
GHA,Bono East,Techiman,4,70,0,0.0,30
GHA,Bono East,Techiman,4,75,0,0.0,30
GHA,Bono East,Techiman,4,80,0,0.0,30
GHA,Bono East,Techiman,4,85,0,0.0,30
GHA,Bono East,Techiman,4,90,0,0.0,30
GHA,Bono East,Techiman,5,40,30,100.0,30
GHA,Bono East,Techiman,5,45,30,100.0,30
GHA,Bono East,Techiman,5,50,30,100.0,30
GHA,Bono East,Techiman,5,55,27,90.0,30
GHA,Bono East,Techiman,5,60,19,63.33333333333333,30
GHA,Bono East,Techiman,5,65,5,16.666666666666664,30
GHA,Bono East,Techiman,5,70,0,0.0,30
GHA,Bono East,Techiman,5,75,0,0.0,30
GHA,Bono East,Techiman,5,80,0,0.0,30
GHA,Bono East,Techiman,5,85,0,0.0,30
GHA,Bono East,Techiman,5,90,0,0.0,30
GHA,Bono East,Techiman,6,40,30,100.0,30
GHA,Bono East,Techiman,6,45,30,100.0,30
GHA,Bono East,Techiman,6,50,30,100.0,30
GHA,Bono East,Techiman,6,55,30,100.0,30
GHA,Bono East,Techiman,6,60,30,100.0,30
GHA,Bono East,Techiman,6,65,29,96.66666666666667,30
GHA,Bono East,Techiman,6,70,21,70.0,30
GHA,Bono East,Techiman,6,75,6,20.0,30
GHA,Bono East,Techiman,6,80,0,0.0,30
GHA,Bono East,Techiman,6,85,0,0.0,30
GHA,Bono East,Techiman,6,90,0,0.0,30
GHA,Bono East,Techiman,7,40,30,100.0,30
GHA,Bono East,Techiman,7,45,30,100.0,30
GHA,Bono East,Techiman,7,50,30,100.0,30
GHA,Bono East,Techiman,7,55,30,100.0,30
GHA,Bono East,Techiman,7,60,30,100.0,30
GHA,Bono East,Techiman,7,65,30,100.0,30
GHA,Bono East,Techiman,7,70,30,100.0,30
GHA,Bono East,Techiman,7,75,29,96.66666666666667,30
GHA,Bono East,Techiman,7,80,23,76.66666666666667,30
GHA,Bono East,Techiman,7,85,8,26.666666666666668,30
GHA,Bono East,Techiman,7,90,0,0.0,30
GHA,Bono East,Techiman,8,40,30,100.0,30
GHA,Bono East,Techiman,8,45,30,100.0,30
GHA,Bono East,Techiman,8,50,30,100.0,30
GHA,Bono East,Techiman,8,55,30,100.0,30
GHA,Bono East,Techiman,8,60,30,100.0,30
GHA,Bono East,Techiman,8,65,30,100.0,30
GHA,Bono East,Techiman,8,70,30,100.0,30
GHA,Bono East,Techiman,8,75,30,100.0,30
GHA,Bono East,Techiman,8,80,30,100.0,30
GHA,Bono East,Techiman,8,85,29,96.66666666666667,30
GHA,Bono East,Techiman,8,90,25,83.33333333333334,30
GHA,Bono East,Techiman North,2,40,0,0.0,30
GHA,Bono East,Techiman North,2,45,0,0.0,30
GHA,Bono East,Techiman North,2,50,0,0.0,30
GHA,Bono East,Techiman North,2,55,0,0.0,30
GHA,Bono East,Techiman North,2,60,0,0.0,30
GHA,Bono East,Techiman North,2,65,0,0.0,30
GHA,Bono East,Techiman North,2,70,0,0.0,30
GHA,Bono East,Techiman North,2,75,0,0.0,30
GHA,Bono East,Techiman North,2,80,0,0.0,30
GHA,Bono East,Techiman North,2,85,0,0.0,30
GHA,Bono East,Techiman North,2,90,0,0.0,30
GHA,Bono East,Techiman North,3,40,19,63.33333333333333,30
GHA,Bono East,Techiman North,3,45,6,20.0,30
GHA,Bono East,Techiman North,3,50,2,6.666666666666667,30
GHA,Bono East,Techiman North,3,55,0,0.0,30
GHA,Bono East,Techiman North,3,60,0,0.0,30
GHA,Bono East,Techiman North,3,65,0,0.0,30
GHA,Bono East,Techiman North,3,70,0,0.0,30
GHA,Bono East,Techiman North,3,75,0,0.0,30
GHA,Bono East,Techiman North,3,80,0,0.0,30
GHA,Bono East,Techiman North,3,85,0,0.0,30
GHA,Bono East,Techiman North,3,90,0,0.0,30
GHA,Bono East,Techiman North,4,40,30,100.0,30
GHA,Bono East,Techiman North,4,45,30,100.0,30
GHA,Bono East,Techiman North,4,50,20,66.66666666666666,30
GHA,Bono East,Techiman North,4,55,6,20.0,30
GHA,Bono East,Techiman North,4,60,1,3.3333333333333335,30
GHA,Bono East,Techiman North,4,65,0,0.0,30
GHA,Bono East,Techiman North,4,70,0,0.0,30
GHA,Bono East,Techiman North,4,75,0,0.0,30
GHA,Bono East,Techiman North,4,80,0,0.0,30
GHA,Bono East,Techiman North,4,85,0,0.0,30
GHA,Bono East,Techiman North,4,90,0,0.0,30
GHA,Bono East,Techiman North,5,40,30,100.0,30
GHA,Bono East,Techiman North,5,45,30,100.0,30
GHA,Bono East,Techiman North,5,50,30,100.0,30
GHA,Bono East,Techiman North,5,55,29,96.66666666666667,30
GHA,Bono East,Techiman North,5,60,23,76.66666666666667,30
GHA,Bono East,Techiman North,5,65,5,16.666666666666664,30
GHA,Bono East,Techiman North,5,70,0,0.0,30
GHA,Bono East,Techiman North,5,75,0,0.0,30
GHA,Bono East,Techiman North,5,80,0,0.0,30
GHA,Bono East,Techiman North,5,85,0,0.0,30
GHA,Bono East,Techiman North,5,90,0,0.0,30
GHA,Bono East,Techiman North,6,40,30,100.0,30
GHA,Bono East,Techiman North,6,45,30,100.0,30
GHA,Bono East,Techiman North,6,50,30,100.0,30
GHA,Bono East,Techiman North,6,55,30,100.0,30
GHA,Bono East,Techiman North,6,60,30,100.0,30
GHA,Bono East,Techiman North,6,65,29,96.66666666666667,30
GHA,Bono East,Techiman North,6,70,23,76.66666666666667,30
GHA,Bono East,Techiman North,6,75,10,33.33333333333333,30
GHA,Bono East,Techiman North,6,80,0,0.0,30
GHA,Bono East,Techiman North,6,85,0,0.0,30
GHA,Bono East,Techiman North,6,90,0,0.0,30
GHA,Bono East,Techiman North,7,40,30,100.0,30
GHA,Bono East,Techiman North,7,45,30,100.0,30
GHA,Bono East,Techiman North,7,50,30,100.0,30
GHA,Bono East,Techiman North,7,55,30,100.0,30
GHA,Bono East,Techiman North,7,60,30,100.0,30
GHA,Bono East,Techiman North,7,65,30,100.0,30
GHA,Bono East,Techiman North,7,70,30,100.0,30
GHA,Bono East,Techiman North,7,75,29,96.66666666666667,30
GHA,Bono East,Techiman North,7,80,26,86.66666666666667,30
GHA,Bono East,Techiman North,7,85,12,40.0,30
GHA,Bono East,Techiman North,7,90,2,6.666666666666667,30
GHA,Bono East,Techiman North,8,40,30,100.0,30
GHA,Bono East,Techiman North,8,45,30,100.0,30
GHA,Bono East,Techiman North,8,50,30,100.0,30
GHA,Bono East,Techiman North,8,55,30,100.0,30
GHA,Bono East,Techiman North,8,60,30,100.0,30
GHA,Bono East,Techiman North,8,65,30,100.0,30
GHA,Bono East,Techiman North,8,70,30,100.0,30
GHA,Bono East,Techiman North,8,75,30,100.0,30
GHA,Bono East,Techiman North,8,80,30,100.0,30
GHA,Bono East,Techiman North,8,85,29,96.66666666666667,30
GHA,Bono East,Techiman North,8,90,26,86.66666666666667,30
GHA,Central,Abura-Asebu-Kwamankese,2,40,14,46.666666666666664,30
GHA,Central,Abura-Asebu-Kwamankese,2,45,6,20.0,30
GHA,Central,Abura-Asebu-Kwamankese,2,50,1,3.3333333333333335,30
GHA,Central,Abura-Asebu-Kwamankese,2,55,0,0.0,30
GHA,Central,Abura-Asebu-Kwamankese,2,60,0,0.0,30
GHA,Central,Abura-Asebu-Kwamankese,2,65,0,0.0,30
GHA,Central,Abura-Asebu-Kwamankese,2,70,0,0.0,30
GHA,Central,Abura-Asebu-Kwamankese,2,75,0,0.0,30
GHA,Central,Abura-Asebu-Kwamankese,2,80,0,0.0,30
GHA,Central,Abura-Asebu-Kwamankese,2,85,0,0.0,30
GHA,Central,Abura-Asebu-Kwamankese,2,90,0,0.0,30
GHA,Central,Abura-Asebu-Kwamankese,3,40,26,86.66666666666667,30
GHA,Central,Abura-Asebu-Kwamankese,3,45,20,66.66666666666666,30
